acc0	acc1	acc2	gyro0	gyro1	gyro2	mag0	mag1	mag2	x	y	z	beta	Qx	Qy	Qz	Qw	delta_t	delta_x	delta_y	delta_z
-0.041	-0.1	0.995	0.0051	0.1152	0.0393	0.7667	-0.3667	-0.3956	-0.419	0.22	0.254	-0.6107	-0.012	-0.819	0.004	-0.574	0.3402	0.4	0.0	-0.8
-0.059	-0.062	0.983	-0.0205	0.0599	0.0476	0.8056	-0.3075	-0.4286	-0.418	0.221	0.252	-0.6124	-0.01	-0.82	0.007	-0.572	0.0801	0.1	0.1	-0.2
0.064	-0.084	1.014	-0.0774	0.0841	0.0148	0.7538	-0.4214	-0.3626	-0.412	0.22	0.24	-0.6113	-0.011	-0.819	0.003	-0.573	0.4284	0.6	-0.1	-1.2
-0.065	0.087	1.079	0.0973	0.1565	0.037	0.7408	-0.4624	-0.3297	-0.407	0.22	0.23	-0.6102	-0.011	-0.818	0.005	-0.575	0.4131	0.5	0.0	-1.0
-0.276	-0.086	0.919	-0.0091	0.0304	0.0263	0.7797	-0.4624	-0.4286	-0.406	0.221	0.228	-0.6103	-0.013	-0.818	0.002	-0.575	0.081	0.1	0.1	-0.2
-0.171	-0.036	0.912	0.074	-0.2328	0.0083	0.8056	-0.5034	-0.5604	-0.405	0.22	0.226	-0.61	-0.013	-0.818	0.003	-0.575	0.0846	0.1	-0.1	-0.2
-0.036	-0.176	1.017	0.0723	-0.2733	-0.0244	0.8056	-0.5034	-0.4945	-0.404	0.22	0.222	-0.61	-0.012	-0.818	0.005	-0.575	0.0909	0.1	0.0	-0.4
-0.032	-0.106	1.021	-0.0239	-0.0304	0.0181	0.7149	-0.4761	-0.3626	-0.4	0.22	0.214	-0.6096	-0.013	-0.818	0.007	-0.575	0.3366	0.4	0.0	-0.8
0.038	-0.098	1.033	0.0256	0.0296	0.0412	0.7927	-0.4897	-0.4286	-0.399	0.22	0.212	-0.6095	-0.013	-0.818	0.003	-0.576	0.0819	0.1	0.0	-0.2
-0.024	-0.079	0.982	-0.0614	-0.0078	0.0237	0.7927	-0.3941	-0.3956	-0.395	0.22	0.204	-0.6097	-0.013	-0.818	0.003	-0.575	0.3312	0.4	0.0	-0.8
0.035	-0.079	1.003	-0.0011	-0.0008	0.0442	0.7927	-0.3531	-0.4615	-0.394	0.22	0.202	-0.6094	-0.012	-0.818	0.005	-0.576	0.081	0.1	0.0	-0.2
0.012	-0.051	0.987	-0.0586	0.0195	0.0266	0.7408	-0.3531	-0.3626	-0.393	0.22	0.2	-0.6085	-0.012	-0.817	-0.001	-0.577	0.0801	0.1	0.0	-0.2
0.018	-0.162	0.983	-0.021	0.0015	0.0369	0.7408	-0.3941	-0.3956	-0.392	0.22	0.198	-0.6091	-0.013	-0.817	0.004	-0.576	0.0918	0.1	0.0	-0.2
-0.02	0.016	1.014	-0.0268	0.1331	-0.0019	0.7927	-0.4214	-0.4615	-0.39	0.22	0.192	-0.6095	-0.013	-0.818	0.001	-0.576	0.1647	0.2	0.0	-0.6
-0.003	-0.056	0.95	-0.0421	0.1471	-0.0083	0.7408	-0.4487	-0.2967	-0.389	0.22	0.19	-0.6097	-0.012	-0.818	0.003	-0.575	0.081	0.1	0.0	-0.2
-0.003	-0.084	1.004	-0.0336	0.1931	-0.0487	0.7927	-0.4761	-0.4615	-0.388	0.22	0.188	-0.6097	-0.013	-0.818	0.002	-0.575	0.09	0.1	0.0	-0.2
-0.097	-0.023	1.049	-0.0216	0.1588	-0.0366	0.7538	-0.3941	-0.3626	-0.387	0.22	0.186	-0.6099	-0.013	-0.818	0.004	-0.575	0.0873	0.1	0.0	-0.2
-0.008	-0.08	0.991	-0.0074	0.0405	-0.0005	0.8056	-0.3667	-0.3956	-0.384	0.22	0.18	-0.6091	-0.011	-0.817	0.0	-0.576	0.2538	0.3	0.0	-0.6
-0.036	-0.034	1.038	0.0148	-0.0117	0.017	0.8186	-0.3667	-0.2967	-0.383	0.22	0.177	-0.609	-0.013	-0.817	0.001	-0.576	0.09	0.1	0.0	-0.3
0.013	-0.097	1.063	0.0404	-0.056	0.0117	0.7538	-0.4487	-0.3297	-0.383	0.22	0.175	-0.6091	-0.013	-0.817	0.003	-0.576	0.0918	0.0	0.0	-0.2
0.031	-0.044	1.046	0.0222	0.0039	0.0372	0.7538	-0.5034	-0.4615	-0.378	0.22	0.165	-0.6096	-0.012	-0.818	0.001	-0.576	0.3321	0.5	0.0	-1.0
0.01	-0.012	1.049	0.004	0.0358	0.0303	0.8056	-0.4487	-0.5604	-0.377	0.22	0.163	-0.6086	-0.013	-0.817	0.005	-0.577	0.081	0.1	0.0	-0.2
0.055	-0.126	1.006	-0.0569	0.0841	0.0154	0.8315	-0.4351	-0.4945	-0.374	0.22	0.155	-0.609	-0.013	-0.817	0.005	-0.576	0.3429	0.3	0.0	-0.8
-0.095	-0.111	0.953	0.0632	0.0802	0.0207	0.8186	-0.4214	-0.4286	-0.372	0.22	0.151	-0.6092	-0.013	-0.817	0.004	-0.576	0.081	0.2	0.0	-0.4
-0.068	0.079	1.035	0.0569	-0.0778	0.0099	0.7667	-0.4351	-0.3956	-0.371	0.22	0.149	-0.6091	-0.014	-0.817	0.003	-0.576	0.0801	0.1	0.0	-0.2
-0.012	-0.19	1.013	-0.0199	-0.0436	-0.0159	0.7279	-0.3941	-0.3626	-0.367	0.22	0.14	-0.6092	-0.013	-0.817	0.002	-0.576	0.333	0.4	0.0	-0.9
0.05	-0.041	1.089	0.062	-0.095	0.0088	0.7667	-0.4487	-0.3956	-0.367	0.22	0.138	-0.6096	-0.012	-0.818	0.005	-0.575	0.0936	0.0	0.0	-0.2
0.076	-0.056	1.039	0.0671	-0.056	0.0112	0.8056	-0.3941	-0.4286	-0.366	0.22	0.136	-0.6083	-0.014	-0.817	0.002	-0.577	0.081	0.1	0.0	-0.2
0.062	-0.08	1.068	-0.0125	0.0973	-0.0263	0.7927	-0.3667	-0.3626	-0.361	0.22	0.126	-0.6083	-0.012	-0.817	0.004	-0.577	0.3285	0.5	0.0	-1.0
0.033	-0.016	1.075	-0.0728	0.0942	-0.0236	0.7149	-0.3804	-0.1978	-0.36	0.22	0.124	-0.6079	-0.013	-0.816	0.004	-0.578	0.0801	0.1	0.0	-0.2
-0.152	-0.072	0.999	-0.1075	0.1635	0.0046	0.7667	-0.5034	-0.5275	-0.355	0.22	0.115	-0.6075	-0.013	-0.816	0.003	-0.578	0.4041	0.5	0.0	-0.9
-0.105	-0.037	0.991	-0.0779	-0.109	-0.0008	0.8056	-0.4897	-0.5275	-0.353	0.22	0.111	-0.6073	-0.014	-0.816	0.004	-0.578	0.0963	0.2	0.0	-0.4
0.128	-0.139	1.054	-0.0677	-0.1526	-0.0176	0.8056	-0.5034	-0.5934	-0.352	0.22	0.109	-0.6072	-0.013	-0.816	0.007	-0.579	0.0828	0.1	0.0	-0.2
0.106	-0.022	1.036	-0.037	0.1471	0.0588	0.7538	-0.4077	-0.3956	-0.349	0.22	0.101	-0.6062	-0.014	-0.815	0.005	-0.58	0.351	0.3	0.0	-0.8
-0.032	-0.134	1.028	-0.0467	0.2444	0.0628	0.7667	-0.4624	-0.3956	-0.348	0.22	0.099	-0.6063	-0.013	-0.815	0.005	-0.58	0.0846	0.1	0.0	-0.2
-0.071	-0.025	1.059	0.0023	0.0156	0.0178	0.8056	-0.3531	-0.4615	-0.341	0.22	0.084	-0.6063	-0.014	-0.815	0.002	-0.58	0.5184	0.7	0.0	-1.5
0.005	-0.193	0.948	0.0415	-0.1643	0.0338	0.7797	-0.4214	-0.4615	-0.339	0.22	0.082	-0.6057	-0.012	-0.814	0.003	-0.58	0.0909	0.2	0.0	-0.2
-0.068	0.023	1.014	-0.1627	-0.0669	-0.067	0.7667	-0.4761	-0.4286	-0.335	0.22	0.072	-0.6057	-0.012	-0.814	0.006	-0.58	0.3456	0.4	0.0	-1.0
0.053	-0.22	1.041	-0.0171	-0.0241	-0.0394	0.7408	-0.4077	-0.2637	-0.334	0.22	0.07	-0.606	-0.012	-0.814	0.005	-0.58	0.0801	0.1	0.0	-0.2
0.018	-0.05	1.056	-0.0387	-0.0272	0.0659	0.7797	-0.4351	-0.4286	-0.33	0.22	0.062	-0.6059	-0.012	-0.814	0.004	-0.58	0.3321	0.4	0.0	-0.8
-0.057	-0.119	0.985	0.0205	0.0054	0.0457	0.8056	-0.5308	-0.7033	-0.329	0.22	0.06	-0.6052	-0.012	-0.814	0.006	-0.581	0.081	0.1	0.0	-0.2
0.053	-0.141	1.006	-0.0654	-0.0241	0.0625	0.7538	-0.4761	-0.3956	-0.323	0.22	0.048	-0.6047	-0.013	-0.813	0.005	-0.582	0.4212	0.6	0.0	-1.2
-0.008	-0.049	1.04	-0.0296	0.0	0.0507	0.8315	-0.4624	-0.4945	-0.323	0.22	0.046	-0.6045	-0.013	-0.813	0.004	-0.582	0.0927	0.0	0.0	-0.2
-0.011	-0.004	1.031	-0.0603	0.1207	-0.0609	0.7927	-0.4487	-0.4945	-0.317	0.22	0.034	-0.6052	-0.014	-0.814	0.005	-0.581	0.4356	0.6	0.0	-1.2
-0.067	-0.176	0.988	-0.0375	0.109	-0.0561	0.7538	-0.5034	-0.4286	-0.316	0.22	0.032	-0.6051	-0.014	-0.814	0.005	-0.581	0.0909	0.1	0.0	-0.2
-0.094	-0.092	0.989	-0.0284	0.0233	-0.0499	0.7279	-0.4487	-0.4615	-0.315	0.22	0.03	-0.605	-0.013	-0.814	0.005	-0.581	0.0801	0.1	0.0	-0.2
-0.003	-0.004	1.006	-0.0563	-0.0195	-0.0364	0.7667	-0.4624	-0.5275	-0.314	0.22	0.028	-0.6053	-0.012	-0.814	0.008	-0.581	0.0936	0.1	0.0	-0.2
-0.085	0.007	0.964	-0.0637	0.0187	-0.0093	0.7667	-0.4897	-0.3626	-0.31	0.22	0.019	-0.6044	-0.012	-0.813	0.006	-0.582	0.2547	0.4	0.0	-0.9
0.018	-0.028	1.02	-0.0694	-0.0241	-0.0077	0.7667	-0.4487	-0.3297	-0.309	0.22	0.017	-0.6044	-0.013	-0.813	0.005	-0.582	0.09	0.1	0.0	-0.2
0.03	-0.16	1.049	-0.0029	0.0179	-0.0162	0.7927	-0.4077	-0.3297	-0.309	0.22	0.015	-0.6042	-0.012	-0.813	0.006	-0.582	0.09	0.0	0.0	-0.2
-0.078	-0.087	0.976	0.0182	-0.0366	0.0548	0.7667	-0.4761	-0.4615	-0.302	0.22	0.001	-0.6034	-0.013	-0.812	0.006	-0.583	0.504	0.7	0.0	-1.4
0.001	-0.11	1.077	0.0051	-0.0864	0.0383	0.7667	-0.4351	-0.4945	-0.301	0.22	-0.001	-0.6035	-0.012	-0.812	0.006	-0.583	0.0801	0.1	0.0	-0.2
0.128	-0.087	1.094	0.004	-0.1868	-0.0345	0.8315	-0.4761	-0.4945	-0.297	0.22	-0.009	-0.6037	-0.013	-0.812	0.008	-0.583	0.3429	0.4	0.0	-0.8
0.105	0.028	1.155	0.0603	0.0708	-0.0362	0.7538	-0.4351	-0.3297	-0.297	0.22	-0.011	-0.6039	-0.012	-0.813	0.005	-0.583	0.081	0.0	0.0	-0.2
0.046	-0.097	1.042	-0.0501	0.0576	0.0224	0.7408	-0.4077	-0.3626	-0.291	0.22	-0.021	-0.6044	-0.014	-0.813	0.003	-0.582	0.3411	0.6	0.0	-1.0
-0.001	-0.061	1.01	-0.0074	0.0319	0.0181	0.7667	-0.4077	-0.3956	-0.29	0.22	-0.023	-0.604	-0.013	-0.813	0.006	-0.583	0.0801	0.1	0.0	-0.2
0.076	0.139	1.053	-0.0529	0.0156	0.004	0.8056	-0.3531	-0.3956	-0.289	0.22	-0.025	-0.6042	-0.013	-0.813	0.005	-0.582	0.081	0.1	0.0	-0.2
0.001	-0.095	1.042	0.0	0.0444	0.0276	0.7797	-0.3804	-0.3297	-0.285	0.22	-0.033	-0.6037	-0.014	-0.812	0.005	-0.583	0.2547	0.4	0.0	-0.8
-0.012	-0.094	1.051	0.0671	-0.0467	0.051	0.7667	-0.3804	-0.3626	-0.284	0.22	-0.035	-0.6034	-0.015	-0.812	0.006	-0.583	0.081	0.1	0.0	-0.2
-0.099	-0.1	1.042	0.0558	-0.0436	0.0123	0.8186	-0.4077	-0.4615	-0.281	0.22	-0.041	-0.6033	-0.015	-0.812	0.005	-0.584	0.2601	0.3	0.0	-0.6
-0.07	-0.103	0.905	0.0609	-0.0996	0.0409	0.7538	-0.5034	-0.5934	-0.28	0.22	-0.043	-0.6037	-0.013	-0.812	0.005	-0.583	0.09	0.1	0.0	-0.2
0.063	-0.042	0.971	0.0677	-0.0545	0.0636	0.7538	-0.4761	-0.4615	-0.279	0.22	-0.045	-0.6034	-0.015	-0.812	0.006	-0.583	0.0819	0.1	0.0	-0.2
0.145	-0.183	0.941	-0.4188	0.172	-0.0075	0.7667	-0.3531	-0.5604	-0.272	0.22	-0.058	-0.6019	-0.014	-0.811	0.006	-0.585	0.5013	0.7	0.0	-1.3
-0.019	-0.446	0.779	0.0478	0.049	0.0107	0.7279	-0.2802	-0.4945	-0.272	0.22	-0.06	-0.6019	-0.014	-0.811	0.004	-0.585	0.0828	0.0	0.0	-0.2
-0.021	-0.089	1.077	-0.2686	0.0615	0.0088	0.8056	-0.4214	-0.5275	-0.267	0.22	-0.071	-0.601	-0.011	-0.81	0.007	-0.587	0.3384	0.5	0.0	-1.1
0.022	-0.516	0.911	-0.0785	-0.0748	0.0247	0.7797	-0.4624	-0.5604	-0.265	0.22	-0.073	-0.6016	-0.014	-0.81	0.005	-0.586	0.0864	0.2	0.0	-0.2
0.158	0.128	1.104	0.1297	-0.0708	0.0617	0.8315	-0.5308	-0.5604	-0.262	0.22	-0.079	-0.6023	-0.013	-0.811	0.006	-0.585	0.2583	0.3	0.0	-0.6
0.014	-0.03	0.926	-0.0455	0.2001	-0.0034	0.8704	-0.5034	-0.6374	-0.261	0.22	-0.081	-0.6024	-0.014	-0.811	0.005	-0.585	0.0936	0.1	0.0	-0.2
-0.102	-0.066	0.914	0.0074	0.0669	-0.0244	0.8445	-0.5308	-0.5275	-0.26	0.22	-0.083	-0.6025	-0.013	-0.811	0.006	-0.585	0.0819	0.1	0.0	-0.2
0.135	-0.306	0.934	-0.0575	0.028	-0.0891	0.7149	-0.5034	-0.4286	-0.257	0.22	-0.089	-0.6016	-0.013	-0.81	0.007	-0.586	0.171	0.3	0.0	-0.6
-0.041	0.238	1.053	0.0842	0.0996	-0.0524	0.7538	-0.5034	-0.5275	-0.256	0.22	-0.091	-0.6013	-0.013	-0.81	0.008	-0.586	0.0837	0.1	0.0	-0.2
-0.054	0.046	1.065	-0.1514	-0.0623	-0.0446	0.7019	-0.4761	-0.3626	-0.255	0.22	-0.093	-0.6014	-0.013	-0.81	0.005	-0.586	0.0891	0.1	0.0	-0.2
-0.046	-0.054	1.039	-0.0637	0.0335	0.0779	0.7927	-0.5718	-0.5604	-0.251	0.22	-0.102	-0.6003	-0.014	-0.809	0.005	-0.587	0.342	0.4	0.0	-0.9
0.02	-0.032	1.086	-0.0535	0.0848	0.059	0.8186	-0.5991	-0.7033	-0.25	0.22	-0.104	-0.6	-0.013	-0.809	0.004	-0.588	0.0927	0.1	0.0	-0.2
0.074	-0.001	1.102	0.0905	-0.0124	0.0542	0.7538	-0.3804	-0.5934	-0.245	0.22	-0.114	-0.6	-0.014	-0.809	0.005	-0.588	0.4095	0.5	0.0	-1.0
0.109	0.024	1.021	-0.1451	0.0771	0.0338	0.7667	-0.5308	-0.6374	-0.244	0.219	-0.116	-0.6	-0.013	-0.809	0.005	-0.588	0.09	0.1	-0.1	-0.2
-0.057	-0.257	0.915	-0.0273	0.2001	0.0215	0.7408	-0.5854	-0.6374	-0.243	0.22	-0.118	-0.6004	-0.015	-0.809	0.003	-0.587	0.0882	0.1	0.1	-0.2
-0.104	-0.006	1.027	-0.0057	-0.0265	-0.0276	0.8056	-0.4487	-0.4615	-0.237	0.22	-0.131	-0.6008	-0.015	-0.81	0.003	-0.587	0.4086	0.6	0.0	-1.3
0.025	0.015	1.049	-0.0683	-0.1144	-0.0056	0.7408	-0.4761	-0.4945	-0.237	0.219	-0.133	-0.6014	-0.013	-0.81	0.007	-0.586	0.0819	0.0	-0.1	-0.2
0.027	0.008	1.068	-0.008	-0.0537	-0.0062	0.7538	-0.4077	-0.4945	-0.234	0.22	-0.139	-0.601	-0.014	-0.81	0.003	-0.586	0.2556	0.3	0.1	-0.6
0.061	-0.069	1.036	-0.0074	0.0	0.005	0.7538	-0.5034	-0.4945	-0.233	0.219	-0.141	-0.601	-0.013	-0.81	0.007	-0.586	0.0756	0.1	-0.1	-0.2
0.048	-0.076	1.017	0.0057	0.028	0.0101	0.7408	-0.5308	-0.5604	-0.232	0.219	-0.143	-0.601	-0.014	-0.81	0.004	-0.587	0.0837	0.1	0.0	-0.2
0.009	-0.021	1.008	-0.0216	0.0498	0.0115	0.7667	-0.4214	-0.4945	-0.231	0.22	-0.145	-0.6004	-0.014	-0.809	0.006	-0.587	0.081	0.1	0.1	-0.2
0.101	-0.038	1.001	-0.161	0.2351	0.0029	0.8186	-0.5854	-0.6703	-0.228	0.219	-0.151	-0.6002	-0.013	-0.809	0.004	-0.588	0.2592	0.3	-0.1	-0.6
-0.143	-0.113	0.967	0.0068	0.3457	-0.0164	0.8704	-0.5171	-0.5934	-0.227	0.219	-0.155	-0.6003	-0.014	-0.809	0.003	-0.587	0.081	0.1	0.0	-0.4
-0.197	0.12	1.037	-0.0717	0.13	-0.0159	0.7667	-0.4624	-0.4615	-0.224	0.219	-0.161	-0.6002	-0.013	-0.809	0.004	-0.587	0.0891	0.3	0.0	-0.6
0.048	-0.012	0.936	-0.0182	-0.1347	0.0301	0.7927	-0.5034	-0.8352	-0.221	0.219	-0.169	-0.6002	-0.013	-0.809	0.002	-0.588	0.3321	0.3	0.0	-0.8
0.129	-0.107	1.082	-0.0768	0.0203	0.0072	0.7667	-0.4351	-0.5934	-0.22	0.219	-0.171	-0.6004	-0.013	-0.809	0.005	-0.587	0.0891	0.1	0.0	-0.2
-0.053	-0.208	1.079	0.0188	0.1191	0.0133	0.8315	-0.4214	-0.6374	-0.219	0.219	-0.173	-0.6006	-0.013	-0.809	0.002	-0.587	0.099	0.1	0.0	-0.2
-0.027	-0.103	1.007	-0.0933	0.0451	0.0087	0.7927	-0.4487	-0.5604	-0.216	0.219	-0.179	-0.5999	-0.013	-0.809	0.005	-0.588	0.2421	0.3	0.0	-0.6
-0.067	-0.031	1.062	-0.0626	-0.0568	-0.0156	0.7538	-0.4761	-0.5604	-0.214	0.219	-0.181	-0.6002	-0.012	-0.809	0.001	-0.588	0.0738	0.2	0.0	-0.2
0.004	0.108	0.96	-0.1183	-0.1541	0.0034	0.7667	-0.5308	-0.4615	-0.213	0.219	-0.183	-0.5995	-0.012	-0.808	0.005	-0.588	0.081	0.1	0.0	-0.2
0.049	0.133	0.848	-0.3306	-0.1059	0.0173	0.7667	-0.5171	-0.4286	-0.211	0.219	-0.187	-0.599	-0.013	-0.808	0.004	-0.589	0.0801	0.2	0.0	-0.4
0.03	0.481	0.845	0.1388	0.056	-0.0151	0.7927	-0.4761	-0.5934	-0.208	0.219	-0.193	-0.5992	-0.012	-0.808	0.002	-0.589	0.2457	0.3	0.0	-0.6
-0.108	0.186	0.859	-0.0967	0.1051	0.0208	0.7408	-0.5308	-0.5275	-0.207	0.219	-0.195	-0.5988	-0.01	-0.808	0.003	-0.589	0.0801	0.1	0.0	-0.2
-0.031	-0.21	1.166	-0.3488	-0.0724	-0.0223	0.7667	-0.5444	-0.6703	-0.206	0.219	-0.196	-0.5982	-0.012	-0.807	0.003	-0.59	0.081	0.1	0.0	-0.1
-0.027	-0.353	1.038	0.0176	-0.0436	0.0191	0.8186	-0.4487	-0.6703	-0.203	0.219	-0.203	-0.5976	-0.011	-0.807	0.004	-0.591	0.3321	0.3	0.0	-0.7
0.085	0.176	1.1	0.1366	-0.0763	0.0276	0.7538	-0.4351	-0.4286	-0.202	0.219	-0.206	-0.5981	-0.011	-0.807	0.004	-0.59	0.081	0.1	0.0	-0.3
0.102	-0.16	0.964	0.091	-0.0226	0.0521	0.7667	-0.5308	-0.7033	-0.198	0.219	-0.213	-0.598	-0.01	-0.807	0.004	-0.59	0.3348	0.4	0.0	-0.7
0.068	0.097	1.041	0.0068	0.1355	0.0577	0.7279	-0.5171	-0.6374	-0.197	0.219	-0.214	-0.5977	-0.011	-0.807	0.003	-0.591	0.0801	0.1	0.0	-0.1
-0.003	-0.108	1.078	0.099	-0.1261	0.087	0.7667	-0.4214	-0.6374	-0.191	0.219	-0.227	-0.5968	-0.011	-0.806	0.004	-0.592	0.4257	0.6	0.0	-1.3
0.077	0.017	1.104	0.0393	-0.0428	0.0784	0.8056	-0.5581	-0.6703	-0.19	0.219	-0.229	-0.5969	-0.011	-0.806	0.005	-0.592	0.09	0.1	0.0	-0.2
0.008	0.059	0.984	-0.0438	0.1051	-0.0617	0.8056	-0.4487	-0.5604	-0.183	0.219	-0.241	-0.5977	-0.011	-0.807	0.003	-0.591	0.4374	0.7	0.0	-1.2
-0.003	-0.029	1.012	-0.1417	0.0498	-0.0866	0.7927	-0.3941	-0.5604	-0.182	0.219	-0.243	-0.5978	-0.011	-0.807	0.004	-0.591	0.0963	0.1	0.0	-0.2
0.089	-0.205	1.06	0.0188	0.014	-0.0579	0.689	-0.4624	-0.4945	-0.181	0.219	-0.245	-0.5973	-0.011	-0.806	0.005	-0.591	0.0783	0.1	0.0	-0.2
-0.009	0.012	1.03	0.0017	0.0428	0.0654	0.8056	-0.6264	-0.7692	-0.176	0.219	-0.254	-0.5966	-0.012	-0.806	0.005	-0.592	0.342	0.5	0.0	-0.9
-0.07	-0.087	0.967	0.0188	0.049	0.0715	0.7667	-0.6401	-0.7363	-0.175	0.219	-0.256	-0.5966	-0.012	-0.806	0.003	-0.592	0.0783	0.1	0.0	-0.2
-0.033	-0.067	1.019	-0.0307	-0.0101	0.0483	0.8704	-0.5991	-0.8681	-0.174	0.219	-0.258	-0.5964	-0.012	-0.806	0.003	-0.592	0.0801	0.1	0.0	-0.2
-0.034	-0.032	1.013	-0.0762	0.0607	0.0258	0.7667	-0.4624	-0.5275	-0.169	0.219	-0.269	-0.5962	-0.011	-0.805	0.004	-0.593	0.3294	0.5	0.0	-1.1
-0.026	-0.089	0.984	-0.0461	-0.0054	0.0319	0.7927	-0.4487	-0.7033	-0.168	0.219	-0.271	-0.596	-0.012	-0.805	0.004	-0.593	0.081	0.1	0.0	-0.2
0.047	-0.09	1.017	-0.0279	-0.0607	0.0244	0.7149	-0.5171	-0.5604	-0.167	0.219	-0.273	-0.5964	-0.011	-0.806	0.002	-0.592	0.0756	0.1	0.0	-0.2
-0.024	-0.067	1.034	-0.1201	0.0054	-0.0162	0.7797	-0.5718	-0.6374	-0.163	0.219	-0.281	-0.5966	-0.013	-0.806	0.003	-0.592	0.3519	0.4	0.0	-0.8
0.035	-0.095	1.022	-0.0728	-0.0421	-0.0261	0.7538	-0.5991	-0.5604	-0.161	0.219	-0.285	-0.5963	-0.012	-0.805	0.005	-0.593	0.081	0.2	0.0	-0.4
-0.27	0.198	1.263	0.2134	-0.1471	-0.1074	0.7019	-0.3941	-0.3297	-0.155	0.219	-0.297	-0.5958	-0.012	-0.805	0.003	-0.593	0.5022	0.6	0.0	-1.2
-0.015	0.108	0.871	-0.0751	-0.4181	-0.3729	1.095	-0.8633	-1.3956	-0.154	0.219	-0.299	-0.5955	-0.013	-0.805	0.005	-0.593	0.0909	0.1	0.0	-0.2
0.369	-0.003	0.84	0.0791	0.0015	-0.4651	0.7538	-0.4624	-0.3956	-0.151	0.219	-0.303	-0.5962	-0.013	-0.805	0.002	-0.593	0.0936	0.3	0.0	-0.4
-0.009	0.299	1.212	-0.0358	0.39	-0.6948	0.7408	-0.5718	-0.6374	-0.15	0.219	-0.305	-0.5961	-0.013	-0.805	0.004	-0.593	0.09	0.1	0.0	-0.2
-0.206	-0.167	1.19	-0.0091	0.3215	-0.627	0.6501	-0.2255	-0.3297	-0.146	0.219	-0.315	-0.595	-0.012	-0.804	0.004	-0.594	0.4293	0.4	0.0	-1.0
-0.164	-0.005	0.979	-0.0427	-0.0825	-0.5691	0.6501	-0.1982	-0.2967	-0.145	0.219	-0.317	-0.5948	-0.011	-0.804	0.007	-0.594	0.0909	0.1	0.0	-0.2
0.125	-0.093	0.846	-0.2231	-0.1541	-0.5553	0.7149	-0.3349	-0.4286	-0.144	0.219	-0.321	-0.5949	-0.012	-0.804	0.006	-0.594	0.0801	0.1	0.0	-0.4
0.241	-0.089	0.841	-0.0905	-0.102	-0.6198	0.7538	-0.2255	-0.3297	-0.14	0.219	-0.329	-0.5946	-0.01	-0.804	0.005	-0.595	0.3366	0.4	0.0	-0.8
0.17	-0.122	0.969	-0.0586	0.1565	-0.5919	0.7797	-0.2528	-0.2967	-0.139	0.219	-0.331	-0.5947	-0.011	-0.804	0.002	-0.594	0.0837	0.1	0.0	-0.2
0.008	-0.115	1.201	0.0336	0.2764	-0.5795	0.7797	-0.2665	-0.4615	-0.136	0.219	-0.335	-0.5944	-0.012	-0.804	0.003	-0.595	0.0738	0.3	0.0	-0.4
0.063	-0.153	1.121	-0.029	0.2335	-0.634	0.7927	-0.2392	-0.4286	-0.133	0.218	-0.341	-0.5943	-0.012	-0.804	0.003	-0.595	0.252	0.3	-0.1	-0.6
-0.122	-0.192	1.127	0.0683	0.1635	-0.6364	0.8445	-0.2392	-0.5934	-0.132	0.218	-0.343	-0.5944	-0.013	-0.804	0.002	-0.595	0.09	0.1	0.0	-0.2
-0.147	-0.007	1.002	0.1183	-0.0654	-0.6042	0.8186	-0.2392	-0.5275	-0.131	0.219	-0.345	-0.5941	-0.012	-0.803	0.003	-0.595	0.081	0.1	0.1	-0.2
-0.108	0.015	1.131	0.14	0.1689	-0.6234	0.7667	-0.2665	-0.6703	-0.127	0.219	-0.352	-0.5941	-0.01	-0.803	0.003	-0.595	0.252	0.4	0.0	-0.7
-0.118	0.005	1.039	-0.0507	-0.0288	-0.6464	0.7538	-0.2392	-0.4945	-0.126	0.218	-0.354	-0.5939	-0.012	-0.803	0.001	-0.596	0.09	0.1	-0.1	-0.2
-0.013	-0.219	1.068	0.1804	0.1573	-0.6525	0.7149	-0.1298	-0.2967	-0.119	0.218	-0.365	-0.5927	-0.013	-0.802	0.005	-0.597	0.4194	0.7	0.0	-1.1
-0.047	0.05	0.946	0.0296	-0.007	-0.5705	0.8445	-0.2665	-0.8022	-0.114	0.218	-0.375	-0.592	-0.011	-0.801	0.005	-0.598	0.4113	0.5	0.0	-1.0
-0.027	-0.029	0.99	-0.1644	0.0436	-0.6013	0.7927	-0.1708	-0.6374	-0.113	0.218	-0.377	-0.5917	-0.013	-0.801	0.004	-0.598	0.0819	0.1	0.0	-0.2
-0.062	-0.136	1.057	-0.1201	0.0358	-0.5935	0.8186	-0.1435	-0.5275	-0.112	0.218	-0.379	-0.5912	-0.011	-0.801	0.006	-0.599	0.0927	0.1	0.0	-0.2
-0.05	-0.074	1.082	-0.0785	0.0218	-0.6121	0.7667	-0.2392	-0.4615	-0.111	0.218	-0.381	-0.5917	-0.011	-0.801	0.005	-0.598	0.081	0.1	0.0	-0.2
0.004	-0.167	1.018	-0.0819	0.0086	-0.6321	0.8186	-0.1708	-0.4615	-0.11	0.218	-0.383	-0.5916	-0.012	-0.801	0.003	-0.598	0.09	0.1	0.0	-0.2
-0.036	-0.108	1.053	0.0421	0.0957	-0.6031	0.8056	-0.1162	-0.3626	-0.107	0.218	-0.389	-0.5926	-0.012	-0.802	0.005	-0.597	0.1728	0.3	0.0	-0.6
